"id","word","strongs","usage_count"
23106,"fainthearted","03824",1
23107,"let","07390?",1
23108,"brethrens","0251",1
23109,"faint","04549",1
23110,"make","06485",1
23111,"lead","07218",1
23112,"male","02138",1
23113,"which","02007",1
23114,"breatheth","05397",1
23115,"forcing","05080",1
23116,"employ","0935",1
23117,"bulwarks","04692",1
23118,"subdued","03381",1
23119,"lying","05307",1
23120,"man","02491",1
23121,"which","01241",1
23122,"with","05647",1
23123,"rough","0386",1
23124,"eared","05647",1
23125,"heifers","05697",1
23126,"beheaded","06202",1
23127,"charge","07130",1
23128,"forgiven","03722",1
23129,"taken","07617",1
23130,"woman","08389",1
23131,"desire","02836",1
23132,"home","08432",1
23133,"pare","06213",1
23134,"nails","06856",1
23135,"all","04376",1
23136,"hated","08146",1
23137,"firstborn","01069",1
23138,"hath","04672",1
23139,"firstborn","01062",1
23140,"of","04941",1
23141,"wise","06912",1
23142,"accursed","07045",1
23143,"astray","05080",1
23144,"unto","08432",1
23145,"pertaineth","03627",1
23146,"so","0428",1
23147,"sitting","07257",1
23148,"battlement","04624",1
23149,"bring","07760",1
23150,"man","05307",1
23151,"seeds","03610",1
23152,"fruit","04395",1
23153,"defiled","06942",1
23154,"sorts","08162",1
23155,"fringes","01434",1
23156,"quarters","03671",1
23157,"vesture","03682",1
23158,"coverest","03680",1
23159,"given","07760",1
23160,"amerce","06064",1
23161,"she","0834",1
23162,"he","0834",1
23163,"force","02388",1
23164,"slayeth","07523",1
23165,"stones","06481",1
23166,"or","01795",1
23167,"member","08212",1
23168,"chanceth","07137",1
23169,"on","06437",1
23170,"also","03027",1
23171,"paddle","03489",1
23172,"weapon","0240",1
23173,"ease","03427",1
23174,"cometh","06627",1
23175,"unclean","06172",1
23176,"escaped","05337",1
23177,"whore","06948",1
23178,"sodomite","06945",1
23179,"surely","01875",1
23180,"pluck","06998",1
23181,"ears","04425",1
23182,"move","05130",1
23183,"some","01697",1
23184,"uncleanness","06172",1
23185,"charged","05674",1
23186,"free","05355",1
23187,"up","08055",1
23188,"nether","07347",1
23189,"taketh","02254",1
23190,"brother","07453",1
23191,"thing","04859",1
23192,"fetch","05670",1
23193,"setteth","05375",1
23194,"down","07114",1
23195,"forgot","07911",1
23196,"beatest","02251",1
23197,"boughs","06286",1
23198,"again","0310",1
23199,"gatherest","01219",1
23200,"according","01767",1
23201,"fault","07564",1
23202,"vile","07034",1
23203,"muzzle","02629",1
23204,"out","01778",1
23205,"her","0376",1
23206,"succeed","06965",1
23207,"loose","02502",1
23208,"loosed","02502",1
23209,"and","0251",1
23210,"secrets","04016",1
23211,"a","068",1
23212,"a","0374",1
23213,"lengthened","0748",1
23214,"unrighteously","05766",1
23215,"feeble","02826",1
23216,"possessest","03423",1
23217,"profess","05046",1
23218,"with","04962",1
23219,"populous","07227",1
23220,"terribleness","04172",1
23221,"of","06529",1
23222,"tithing","06237",1
23223,"tithing","04643",1
23224,"mourning","0205",1
23225,"very","03190",1
23226,"plainly","0874",1
23227,"heed","05535",1
23228,"loud","07311",1
23229,"graven","06459",1
23230,"craftsman","02796",1
23231,"light","07034",1
23232,"removeth","05253",1
23233,"perverteth","05186",1
23234,"person","01818",1
23235,"storehouses","0618",1
23236,"borrow","03867",1
23237,"only","04605",1
23238,"cursing","03994",1
23239,"vexation","04103",1
23240,"rebuke","04045",1
23241,"fever","06920",1
23242,"inflammation","01816",1
23243,"burning","02746",1
23244,"powder","080",1
23245,"scab","01618",1
23246,"itch","02775",1
23247,"gropeth","04959",1
23248,"grapes","02490",1
23249,"slain","02873",1
23250,"rescue","03467",1
23251,"fail","03616",1
23252,"might","0410",1
23253,"crushed","07533",1
23254,"in","0622",1
23255,"consume","02628",1
23256,"gather","0103",1
23257,"cast","05394",1
23258,"locust","06767",1
23259,"consume","03423",1
23260,"very","04295",1
23261,"low","04295",1
23262,"hearkenedst","08085",1
23263,"servedst","05647",1
23264,"joyfulness","08057",1
23265,"gladness","02898",1
23266,"nakedness","05903",1
23267,"flieth","01675",1
23268,"wherein","02004",1
23269,"adventure","05254",1
23270,"delicateness","06026",1
23271,"tenderness","07391",1
23272,"one","07988",1
23273,"make","06381",1
23274,"sicknesses","02483",1
23275,"number","04962",1
23276,"nought","08045",1
23277,"plucked","05255",1
23278,"ease","07280",1
23279,"trembling","07268",1
23280,"failing","03631",1
23281,"sorrow","01671",1
23282,"hang","08511",1
23283,"assurance","0539",1
23284,"miracles","04159",1
23285,"hewer","02404",1
23286,"drawer","07579",1
23287,"enter","05674",1
23288,"maketh","03772",1
23289,"this","03426",1
23290,"beareth","06509",1
23291,"though","03588",1
23292,"drunkenness","07302",1
23293,"thirst","06771",1
23294,"spare","05545",1
23295,"sicknesses","08463",1
23296,"laid","02470",1
23297,"beareth","06779",1
23298,"groweth","05927",1
23299,"heat","02750",1
23300,"given","02505",1
23301,"rooted","05428",1
23302,"call","07725",1
23303,"outmost","07097",1
23304,"hidden","06381",1
23305,"over","05676",1
23306,"denounce","05046",1
23307,"solemnity","04150",1
23308,"befall","04672",1
23309,"surely","05641",1
23310,"about","06213",1
23311,"writing","03789",1
23312,"stiff","07186",1
23313,"utterly","07843",1
23314,"drop","06201",1
23315,"distil","05140",1
23316,"rain","08164",1
23317,"publish","07121",1
23318,"ascribe","03051",1
23319,"crooked","06618",1
23320,"requite","01580",1
23321,"divided","05157",1
23322,"waste","08414",1
23323,"howling","03214",1
23324,"fluttereth","07363",1
23325,"young","01469",1
23326,"flinty","02496",1
23327,"breed","01121",1
23328,"pure","02561",1
23329,"grape","06025",1
23330,"kicked","01163",1
23331,"thick","05666",1
23332,"covered","03780",1
23333,"esteemed","05034",1
23334,"newly","07138",1
23335,"feared","08175",1
23336,"unmindful","07876",1
23337,"provoking","03708",1
23338,"faith","0529",1
23339,"heap","05595",1
23340,"burnt","04198",1
23341,"devoured","03898",1
23342,"heat","07565",1
23343,"bitter","04815",1
23344,"serpents","02119",1
23345,"within","02315",1
23346,"destroy","07921",1
23347,"corners","06284",1
23348,"feared","01481",1
23349,"strangely","05234",1
23350,"void","06",1
23351,"ten","07233",1
23352,"flight","05127",1
23353,"them","03588",1
23354,"bitter","04846",1
23355,"venom","07219",1
23356,"store","03647",1
23357,"recompense","08005",1
23358,"slide","04131",1
23359,"come","06264",1
23360,"trusted","02620",1
23361,"offerings","05257",1
23362,"protection","05643",1
23363,"revenges","06546",1
23364,"meribahkadesh","06946",1
23365,"in","04808",1
23366,"saints","06944",1
23367,"fiery","0799",1
23368,"law","0784",1
23369,"loved","02245",1
23370,"down","08497",1
23371,"words","01703",1
23372,"congregation","06952",1
23373,"sufficient","07227",1
23374,"incense","06988",1
23375,"sacrifice","03632",1
23376,"not","04480",1
23377,"cover","02653",1
23378,"beneath","07257",1
23379,"precious","04022",1
23380,"forth","01645",1
23381,"things","07218",1
23382,"lasting","05769",1
23383,"separated","05139",1
23384,"abundance","08228",1
23385,"treasures","08226",1
23386,"with","0637",1
23387,"part","07225",1
23388,"seated","05603",1
23389,"leap","02187",1
23390,"acceptable","07521",1
23391,"shoes","04515",1
23392,"strength","01679",1
23393,"eternal","06924",1
23394,"refuge","04585",1
23395,"down","06201",1
23396,"liars","03584",1
23397,"unto","05899",1
23398,"force","03893",1
23399,"abated","05127",1
23400,"since","05750",1
23401,"make","06743",1
23402,"success","07919",1
23403,"given","05117",1
23404,"secretly","02791",1
23405,"view","07200",1
23406,"named","0802",1
23407,"lodged","07901",1
23408,"shutting","05462",1
23409,"stalks","06086",1
23410,"remain","06965",1
23411,"courage","07307",1
23412,"since","03588",1
23413,"yours","04191",1
23414,"through","01157",1
23415,"town","07023",1
23416,"by","03381",1
23417,"befell","04672",1
23418,"truly","03588",1
23419,"after","07097",1
23420,"remove","05265",1
23421,"space","07350",1
23422,"the","04279",1
23423,"will","03068",1
23424,"wonders","06213",1
23425,"among","06381",1
23426,"brink","07097",1
23427,"fail","03423",1
23428,"brim","07097",1
23429,"overfloweth","04390",1
23430,"zaretan","06891",1
23431,"lodged","04411",1
23432,"land","02724",1
23433,"flowed","03212",1
23434,"pitch","06965",1
23435,"now","03588",1
23436,"circumcising","04135",1
23437,"whole","02421",1
23438,"away","01556",1
23439,"parched","07033",1
23440,"loose","05394",1
23441,"straitly","05462",1
23442,"thus","06471",1
23443,"rams","03104",1
23444,"flat","08478",1
23445,"dawning","05927",1
23446,"wise","07535",1
23447,"accursed","02763",1
23448,"consecrated","06944",1
23449,"flat","05307",1
23450,"adjured","07650",1
23451,"beside","05973",1
23452,"view","07270",1
23453,"viewed","07270",1
23454,"shebarim","07671",1
23455,"o","0162",1
23456,"all","05674",1
23457,"liest","05307",1
23458,"dissembled","03584",1
23459,"for","04279",1
23460,"the","0559",1
23461,"there","03478",1
23462,"thou","03478",1
23463,"not","03201",1
23464,"before","06965",1
23465,"thine","06440",1
23466,"until","0341",1
23467,"the","05493",1
23468,"from","02764",1
23469,"babylonish","08152",1
23470,"coveted","02530",1
23471,"go","07368",1
23472,"drawn","05423",1
23473,"seize","03423",1
23474,"ambush","03993",1
23475,"city","05857",1
23476,"wait","06119",1
23477,"beaten","05060",1
23478,"were","05892",1
23479,"way","02008",1
23480,"drew","07725",1
23481,"take","03381",1
23482,"over","0413",1
23483,"cursings","07045",1
23484,"coasts","02348",1
23485,"accord","06310",1
23486,"wilily","06195",1
23487,"ambassadors","06737",1
23488,"clouted","02921",1
23489,"hot","02525",1
23490,"provision","06679",1
23491,"freed","03772",1
23492,"we","02009",1
23493,"how","03588",1
23494,"hoham","01944",1
23495,"piram","06502",1
23496,"than","01259",1
23497,"rest","08300",1
23498,"remained","08277",1
23499,"moved","02782",1
23500,"captains","07101",1
23501,"hanging","08518",1
23502,"horam","02036",1
23503,"borders","05299",1
23504,"hock","06131",1
23505,"upon","05307",1
23506,"strength","08510",1
23507,"left","05493",1
23508,"undone","05493",1
23509,"favour","08467",1
23510,"rested","08252",1
23511,"geder","01445",1
23512,"lasharon","08289",1
23513,"shimronmeron","08112",1
23514,"coast","05299",1
23515,"gazathites","05841",1
23516,"ashdothites","0796",1
23517,"eshkalonites","0832",1
23518,"avites","05761",1
23519,"mearah","04632",1
23520,"giblites","01382",1
23521,"from","04217",1
23522,"country","02022",1
23523,"lot","05307",1
23524,"geshurites","01650",1
23525,"maachathites","04601",1
23526,"bamothbaal","01120",1
23527,"bethbaalmeon","01010",1
23528,"jahaza","03096",1
23529,"zarethshahar","06890",1
23530,"and","0794",1
23531,"dukes","05257",1
23532,"soothsayer","07080",1
23533,"them","0413",1
23534,"ramathmizpeh","07434",1
23535,"betonim","0993",1
23536,"betharam","01027",1
23537,"zaphon","06829",1
23538,"me","0182",1
23539,"thee","0182",1
23540,"melt","04529",1
23541,"wandered","01980",1
23542,"coast","08486",1
23543,"shore","07097",1
23544,"maalehacrabbim","04610",1
23545,"adar","0146",1
23546,"karkaa","07173",1
23547,"bethhogla","01031",1
23548,"jearim","03297",1
23549,"chesalon","03693",1
23550,"shicron","07942",1
23551,"according","0413",1
23552,"drove","03423",1
23553,"off","06795",1
23554,"jagur","03017",1
23555,"kinah","07016",1
23556,"dimonah","01776",1
23557,"adadah","05735",1
23558,"ithnan","03497",1
23559,"bealoth","01175",1
23560,"hadattah","02675",1
23561,"amam","0538",1
23562,"shema","08090",1
23563,"hazargaddah","02693",1
23564,"heshmon","02829",1
23565,"bethpalet","01046",1
23566,"bizjothjah","0964",1
23567,"chesil","03686",1
23568,"sansannah","05578",1
23569,"lebaoth","03822",1
23570,"shilhim","07978",1
23571,"zoreah","06881",1
23572,"enam","05879",1
23573,"sharaim","08189",1
23574,"adithaim","05723",1
23575,"gederah","01449",1
23576,"gederothaim","01453",1
23577,"zenan","06799",1
23578,"hadashah","02322",1
23579,"migdalgad","04028",1
23580,"dilean","01810",1
23581,"bozkath","01218",1
23582,"cabbon","03522",1
23583,"lahmam","03903",1
23584,"kithlish","03798",1
23585,"jiphtah","03316",1
23586,"nezib","05334",1
23587,"sea","01366",1
23588,"dannah","01837",1
23589,"kirjathsannah","07158",1
23590,"eshtemoh","0851",1
23591,"anim","06044",1
23592,"cities","0259",1
23593,"arab","0694",1
23594,"eshean","0824",1
23595,"janum","03241",1
23596,"bethtappuah","01054",1
23597,"aphekah","0664",1
23598,"humtah","02547",1
23599,"zior","06730",1
23600,"jokdeam","03347",1
23601,"halhul","02478",1
23602,"maarath","04638",1
23603,"bethanoth","01042",1
23604,"eltekon","0515",1
23605,"middin","04081",1
23606,"secacah","05527",1
23607,"nibshan","05044",1
23608,"salt","05898",1
23609,"fell","03318",1
23610,"archi","0757",1
23611,"japhleti","03311",1
23612,"atarothaddar","05853",1
23613,"taanathshiloh","08387",1
23614,"naarath","05292",1
23615,"came","06293",1
23616,"separate","03995",1
23617,"had","05157",1
23618,"entappuah","05887",1
23619,"together","06293",1
23620,"countries","05316",1
23621,"narrow","0213",1
23622,"enough","04672",1
23623,"up","07931",1
23624,"received","02505",1
23625,"out","03051",1
23626,"atarothadar","05853",1
23627,"geliloth","01553",1
23628,"keziz","07104",1
23629,"avim","05761",1
23630,"parah","06511",1
23631,"chepharhaammonai","03726",1
23632,"ophni","06078",1
23633,"mozah","04681",1
23634,"irpeel","03416",1
23635,"taralah","08634",1
23636,"eleph","0507",1
23637,"gibeath","01394",1
23638,"kirjath","07157",1
23639,"balah","01088",1
23640,"bethul","01329",1
23641,"hazarsusah","02701",1
23642,"bethlebaoth","01034",1
23643,"sharuhen","08287",1
23644,"remmon","07417",1
23645,"baalathbeer","01192",1
23646,"ramath","07414",1
23647,"maralah","04831",1
23648,"dabbasheth","01708",1
23649,"unto","04217",1
23650,"chislothtabor","03696",1
23651,"gittahhepher","01662",1
23652,"ittahkazin","06278",1
23653,"remmonmethoar","07417",1
23654,"neah","05269",1
23655,"hannathon","02615",1
23656,"kattath","07005",1
23657,"nahallal","05096",1
23658,"idalah","03030",1
23659,"chesulloth","03694",1
23660,"haphraim","02663",1
23661,"shihon","07866",1
23662,"anaharath","0588",1
23663,"rabbith","07245",1
23664,"kishion","07191",1
23665,"abez","077",1
23666,"remeth","07432",1
23667,"enhaddah","05876",1
23668,"bethpazzez","01048",1
23669,"shahazimah","07831",1
23670,"hali","02482",1
23671,"beten","0991",1
23672,"alammelech","0487",1
23673,"amad","06008",1
23674,"misheal","04861",1
23675,"shihorlibnath","07884",1
23676,"bethemek","01025",1
23677,"neiel","05272",1
23678,"hebron","05683",1
23679,"ummah","05981",1
23680,"heleph","02501",1
23681,"zaanannim","06815",1
23682,"adami","0129",1
23683,"nekeb","05346",1
23684,"lakum","03946",1
23685,"aznothtabor","0243",1
23686,"hukkok","02712",1
23687,"ziddim","06661",1
23688,"zer","06863",1
23689,"hammath","02575",1
23690,"rakkath","07557",1
23691,"adamah","0128",1
23692,"enhazor","05877",1
23693,"iron","03375",1
23694,"migdalel","04027",1
23695,"horem","02765",1
23696,"cities","08672",1
23697,"irshemesh","05905",1
23698,"shaalabbin","08169",1
23699,"jethlah","03494",1
23700,"thimnathah","08553",1
23701,"jehud","03055",1
23702,"beneberak","01139",1
23703,"mejarkon","04313",1
23704,"rakkon","07542",1
23705,"japho","03305",1
23706,"inheritances","05159",1
23707,"dividing","02505",1
23708,"declare","01696",1
23709,"take","0622",1
23710,"appointed","06942",1
23711,"appointed","04152",1
23712,"simeon","08099",1
23713,"mentioned","07121",1
23714,"lot","07223",1
23715,"almon","05960",1
23716,"kibzaim","06911",1
23717,"tanach","08590",1
23718,"beeshterah","01203",1
23719,"kishon","07191",1
23720,"dabareh","01705",1
23721,"mishal","04861",1
23722,"hammothdor","02576",1
23723,"kartan","07178",1
23724,"kartah","07177",1
23725,"dimnah","01829",1
23726,"nahalal","05096",1
23727,"remaining","03498",1
23728,"one","05892",1
23729,"with","05892",1
23730,"return","06437",1
23731,"diligent","03966",1
23732,"riches","05233",1
23733,"possessed","0270",1
23734,"passage","05676",1
23735,"chief","0259",1
23736,"house","05387",1
23737,"prince","01",1
23738,"possession","0270",1
23739,"nor","0408",1
23740,"fell","01961",1
23741,"perished","01478",1
23742,"rebellion","04777",1
23743,"fear","01674",1
23744,"from","01115",1
23745,"fearing","03372",1
23746,"now","0227",1
23747,"westward","08121",1
23748,"expel","01920",1
23749,"drive","03423",1
23750,"certainty","03045",1
23751,"traps","04170",1
23752,"scourges","07850",1
23753,"nachor","05152",1
23754,"darkness","03990",1
23755,"still","01288",1
23756,"sincerity","08549",1
23757,"you","04310",1
23758,"whom","05869",1
23759,"oak","0427",1
23760,"overlived","0748",1
23761,"silver","07192",1
23762,"requited","07999",1
23763,"lighted","06795",1
23764,"with","05899",1
23765,"among","0854",1
23766,"zephath","06857",1
23767,"descry","08446",1
23768,"spies","08104",1
23769,"kitron","07003",1
23770,"nahalol","05096",1
23771,"accho","05910",1
23772,"ahlab","0303",1
23773,"helbah","02462",1
23774,"aphik","0663",1
23775,"asherites","0843",1
23776,"forced","03905",1
23777,"heres","02776",1
23778,"prevailed","03513",1
23779,"outlived","0748",1
23780,"timnathheres","08556",1
